,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E3,E30,E31,E32,E33,E34,E35,E36,E37,E38,E4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E5,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E6,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E7,E70,E71,E72,E73,E74,E75,E8,E9,XH221,XH222,XH227,XH228,XH229,XH232,XH234,XH235,XH236,XH237,XH238,XH239_2,XH240,XH241,XH243,XH249,XH250_2,XH251,XH253,XH254,XH255,XH256,XH257,XH258,XH259,XH260,XH261,XH262,XH265,XH272,XH273,XH274,XH427_1,XH427_2
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Subgroup_7.f__Subgroup_7.g__Subgroup_7,0.000765975,0.001362282,0,0.002296104,0.00015831,0.00132266,0.00015313,0.000746194,0,0.000109856,0,0.000458295,0.002833149,0,0.001694514,0.002394807,0.003156631,0.00254349,0.001703091,0.003607823,0.000613886,0,0.000209155,0.00010962,0.000607126,0.000105567,0,0,0,0,0,0,0.000719655,0.00128656,0.000536687,0.007071357,0.000752005,0,0.00018353,0,0,0,0,0.000134225,0,0,0,0,0,0,0,0,0,0,0.001187516,0,0,0,0.000667743,0,0,0,0,0,0,0,0,0,0,0,0,0.000679521,0.000824704,0.000591173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Subgroup_11.o__Subgroup_11.f__Subgroup_11.g__Subgroup_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287321,0,0,0
d__Bacteria.p__Acidobacteriota.c__Subgroup_18.o__Subgroup_18.f__Subgroup_18.g__Subgroup_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644174,0
d__Bacteria.p__Acidobacteriota.c__Subgroup_5.o__Subgroup_5.f__Subgroup_5.g__Subgroup_5,0,0,0,0.000145455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__Subgroup_10,0.000201069,0.0006433,0,0.000820779,0,0.001142298,0.000142921,0.000427818,0,0.000219712,0,0.000210052,0.001238868,0,0.000610389,0.001083623,0.001097059,0.002706927,0.000754663,0.001571829,0.000714523,0.00010029,0,0,0.000596659,0,0,0,0,0,0,0,0.000787731,0.001580631,0.000313911,0.00257566,0.000470003,0,0,0,0,0,0,0.000190152,0,0,0,0,0,0,0,0,0,0,0.001113296,0,0,0,0.000259124,0,0,0,0,0,0,0,0,0,0,0,0,0.000415263,0.000542843,0.000306143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_17.f__Subgroup_17.g__Subgroup_17,0,0.000122984,0,0.000322078,0,0.000111653,0,0,0,0,0,0,0.000203093,0,0.000191316,0,0.000165594,0.000265585,0,0.000274279,0,0,0,0,0.000115145,0,0,0,0,0,0,0,0,0,0,0.000491717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.__.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000394575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403761,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__uncultured.g__uncultured,0,0.000350031,0,0.001433766,0,0.000781572,0.000653355,0.001024774,0,0.000319581,0,0.000114574,0.001350569,0,0.001193448,0.000628501,0.001190205,0.001470934,0.001917252,0.003059265,0.00054344,0,0,0,0.000502449,0,0,0,0,0,0,0,0.000330652,0.002107507,0.000354416,0.003617632,0.000188001,0,0,0,0,0,0,0.000313192,0,0,0,0,0,0,0,0,0,0,0.000779308,0,0,0,0.000578046,0,0,0,0,0,0,0,0,0,0,0,0,0.000566267,0.000313179,0,0,0,0,0.000197287,0,0.000554939,0,0,0,0,0,0,0,0.000593888,0,0,0,0,0,0,0,0,0,0,0.000180897,0,0,0,0,0,0.001436605,0,0.000402609,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000701868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__Luteitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__uncultured,0,0.000122984,0,0.000145455,0,0,0,0,0,0,0,0,0.000264021,0,0,0.000151707,0.000196643,0.000122578,0,0.00026373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__Vicinamibacteraceae,0.000124471,0.001154155,0,0.003615584,0,0.000523911,0.000367512,0.000925281,0,0.00025966,0,0.000315078,0.00309717,0,0.004454931,0.001484564,0.002080272,0.002471986,0.002518943,0.004504505,0.001318345,0.000110319,0.000104578,0,0.001140979,0.000211134,0,0,0,0,0,0,0.000359828,0.001519366,0.00034429,0.005549377,0.000271557,0,0,0,0,0,0,0.000290821,0,0,0,0,0,0,0,0,0,0,0.000791677,0,0,0,0.000438518,0,0,0,0,0,0,0,0,0,0,0,0,0.000377512,0.000187907,0.000411709,0,0,0,0.000937115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000966261,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.__.__.__,0,0.000766284,0,0.002753247,0.000369389,0.000575443,0.000755441,0.00148244,0,0.000179765,0,0.000238695,0.001949694,0,0.002259352,0.001701288,0.003042785,0.003084875,0.003814108,0.006034137,0.000845351,0,0,0.000151781,0.001140979,0.000143955,0,0,0,0,0,0,0.000427903,0.00298972,0.00095186,0.007609905,0.001065341,0,0.000165177,0,0,0,0,0.000469788,0,0,0,0,0,0,0,0,0,0,0.001175146,0,0,0,0.000747474,0,0,0,0,0,0,0,0,0,0,0,0,0.000500203,0.000177468,0.000506719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Acidimicrobiales.f__Acidimicrobiaceae.g__uncultured,0,0,0,0,0,0,0.000173547,0,0,0,0,0,0,0,0,0,0.000206992,0,0.000254954,0.000358672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033083,0.00013164,0.000269274,0.000167112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001036839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__IMCC26256.f__IMCC26256.g__IMCC26256,0.000430861,0.000898728,0,0.001974026,0.000749332,0.000644153,0.001745682,0.001591881,0,0.000329568,0,0.000372365,0.002294952,0,0.001530529,0.001625435,0.003135932,0.002328978,0.004375006,0.006951917,0.001016434,0.000220638,0.000446832,0.000303562,0.000711803,0,0,0,0,0,0,0,0,0.002879443,0.00103287,0.007563074,0.001263787,0,0,0,0,0,0,0.000883649,0,0,0,0,0,0,0,0,0,0,0.001768904,0,0,0,0.000976699,0,0,0,0,0,0,0,0,0,0,0,0,0.001141973,0.000751629,0.000886759,0,0,0,0.000246609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287321,0.000170394,0.000402609,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.__.__,0,0,0,0,0,0,0,0.000248731,0,0,0,0,0,0,0,0,0.000331188,0,0.000132576,0.000801739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796442,0,0.0006205,0.000188001,0,0,0,0,0,0,0.000357934,0,0,0,0,0,0,0,0,0,0,0.000222659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.g__Iamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224726,0.000183567,0.000358672,0,0,0,0,0,0,0,0.00032142,0,0,0,0,0,0,0,0.000690745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163437,0,0,0.000201274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__CL500.29_marine_group,0,0,0,0.000124675,0,0.000111653,0,0,0,0,0,0,0,0,0.000136654,0.000281742,0.000445033,0.000377948,0.000285548,0.000369222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465612,0,0.000421472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001962495
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter,0,0.000160825,0,0.000322078,0,0,0.000112295,0,0,0,0,0,0.000416341,0,0.000109323,0.000270906,0.000248391,0.000439237,0.000122378,0.000443066,0,0,0,0,0.000104677,0,0,0,0,0,0,0,0,0.000183794,0,0.000749283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174444
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__uncultured,0.000105322,0,0,0,0,0.000790161,0.001000449,0.000238782,0,0,0,0,0.000274176,0,0.000163985,0.000325087,0.000341537,0.001501578,0.001886658,0.001445239,0,0,0,0,0.000115145,0,0,0.00379483,0,0,0,0,0.000359828,0.001053754,0.000405047,0.001849792,0.000480448,0,0,0,0,0,0,0.000771795,0,0,0,0,0,0,0.000117864,0,0,0,0.000284509,0,0,0,0.000159461,0,0,0,0,0,0,0,0,0,0,0,0,0.000160442,0.000219225,0.000105567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799327,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__Candidatus_Microthrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001346801,0,0.000730875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002313841,0,0,0,0,0,0,0,0.002093338,0,0,0.009376363
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__IMCC26207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462768,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451504,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__uncultured,0,0.000151365,0,0,0,0,0.000408347,0.00067655,0,0,0,0,0,0,0,0,0,0.000224726,0.000754663,0.001455788,0.000130828,0,0,0,0,0,0,0,0,0,0,0,0,0.000514624,0.00034429,0.001112217,0.000386447,0,0,0,0,0,0,0.000290821,0,0,0,0,0,0,0,0,0,0,0.000655608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__uncultured.f__uncultured.g__uncultured,0,0,0,0,0,0,0.000224591,0.000795941,0,0,0,0,0,0,0.000109323,0.000108362,0.000662375,0.000153222,0.000530304,0.00129755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918971,0.000121514,0.000842943,0.000271557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593758,0,0,0,0.000308956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087222
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.__.__.__,0,0,0,0,0,0.000103064,0,0,0,0,0,0,0,0,0,0.000140871,0.000103496,0,0.000173369,0.000210984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451504,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__0319.7L14.f__0319.7L14.g__0319.7L14,0,0,0,0.001028571,0,0.000309193,0.002868635,0.003651378,0,0,0,0.0002196,0.000294485,0,0.000819926,0.000184216,0.000745172,0.000643534,0.004599366,0.010000633,0.000311975,0,0,0,0.000125612,0,0,0,0,0,0,0,0,0.004337544,0.001751828,0.00519815,0.002830465,0,0,0,0,0,0,0.001510033,0,0,0,0,0,0,0,0,0,0,0.004218157,0,0,0,0.000109629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108704,0,0,0,0,0,0,0,0,0,0,0,0,0.000626295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011395277,0,0,0,0,0,0,0,0,0,0,0.00100743,0,0.005367412,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium,0,0,0,0.000623377,0,0,0.000102087,0.000248731,0,0,0,0,0,0,0.000701492,0,0,0,0,0.00012659,0,0,0,0,0,0,0.000131223,0.018455732,0.000210619,0,0.000111898,0,0,0.0002083,0.000192397,0.000245858,0.000428225,0.000196881,0,0.000484759,0,0,0,0,0,0,0,0,0,0,0.000267872,0,0,0,0,0,0,0,0,0,0,0,0,0.000217408,0,0,0,0,0,0,0,0,0,0,0.002353907,0.099015897,0.008141832,0.02594328,0.057912458,0.026319962,0.036543771,0.093479158,0.022562429,0.003840361,0.037872482,0.023961809,0.028117359,0.035579311,0.067354298,0.020661157,0.036417449,0,0.007631226,0.021249757,0.000844416,0.050585453,0.011485065,0.098740211,0,0.013566099,0.047976879,0.01579277,0,0.017126307,0.027254443,0.007795527,0.026974797,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Catenulisporales.f__Catenulisporaceae.g__Catenulispora,0,0,0,0,0,0.000747217,0,0,0,0,0,0,0,0,0,0,0,0.000960193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204227,0,0.000182271,0.000304396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017394578,0,0.000370782,0,0,0,0,0,0.00162206,0.000257812,0,0,0,0,0,0.000129212,0,0,0,0,0,0,0.000170394,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Lawsonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208091,0,0,0.000377929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Dietziaceae.g__Dietzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001445296,0,0,0,0,0,0.000569889,0,0.002164142,0,0,0,0,0,0,0,0.000464061,0,0.000184716,0.004152968,0,0,0,0,0.011343931,0,0,0,0.009235316,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium,0,0,0,0.000145455,0,0,0.000673772,0.000547209,0,0.00038949,0,0.000114574,0.000192938,0,0.000245978,0,0.000507131,0.000408593,0.000948428,0.001329198,0.000100637,0,0,0,0,0,0,0.000248841,0,0,0,0,0,0.001213042,0.000627823,0.001065387,0.000470003,0,0,0,0,0,0,0.00063757,0,0,0,0,0,0,0,0,0,0,0.000284509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000666815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000944055,0,0.000322087,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Gordonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136193,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus,0.005160759,0.001021711,0.006314621,0.00427013,0.025234562,0.052915006,0.086477602,0.017371406,0.005527793,0.021491846,0.09062,0.00122212,0.021111529,0.042390832,0.009538473,0.085400345,0.018194614,0.013749145,0.042128558,0.016678271,0.005585355,0.021361735,0.001064791,0.931588977,0.043891052,0.018195952,0.018310655,0.040706295,0.8442181,0.054240351,0.030137727,0.030652145,0.002139516,0.007792876,0.022014298,0.009096763,0.020460812,0.03371594,0.012792042,0.050624008,0.111750042,0.009521408,0.004864874,0.00555916,0.008636367,0.00863824,0.021923962,0.002048085,0.004881521,0.011118483,0.017947454,0.2560628,0.134375656,0.029852954,0.001917344,0.016174171,0.015503628,0.01907306,0.12174849,0.051472293,0.011983348,0.030274433,0.004611451,0.026968535,0.057759072,0.000286586,0.022033966,0.007253561,0.005527891,0.089251149,0.03647396,0.014317129,0.030795891,0.016690067,0,0,0.004239534,0,0,0,0.007065129,0.021357821,0.004662729,0,0.022057599,0.003244346,0,0.006586762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615688,0,0.000161044,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Smaragdicoccus,0,0,0,0,0,0.000111653,0,0.00012934,0,0,0,0,0,0,0,0,0,0.000245156,0,0.000116041,0,0,0,0,0,0,0,0,0,0,0,0,0.000145876,0.000134782,0,0.000117075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
